Date Time,T (degC),feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13
2009-01-01 00:00:00,6.236203565420874,0.03142918568673425,0.6420316461542878,0.0516817211686077,0.10312386883593261,0.6981617140197451,0.16893506307216455,0.5325894325515859,0.7072386343133986,0.20788625514602732,0.18513292883861965,0.05784267656339637,0.7582631959290226,0.03158614482564204
2009-01-01 00:10:00,23.521429192297486,0.6364104112637804,0.08413996499504883,0.531354631568148,0.9025529066795667,0.5360963663441204,0.2785903390319586,0.05182353682242691,0.15253904291426135,0.026532203873819715,0.5419009473783581,0.9691026301408113,0.02458691645880151,0.9362122462436898
2009-01-01 00:20:00,16.959818254342153,0.3143559810763267,0.16162871409461377,0.5406351216101065,0.5052523724478571,0.30952761628632774,0.17701048427674682,0.3366042781939206,0.5762883601668132,0.18143543508979731,0.8729458358764083,0.8837858849634257,0.022123551528997254,0.05197128365147241
2009-01-01 00:30:00,12.959754525911098,0.5085706911647028,0.8985541885270792,0.6374299014982066,0.8264574661077416,0.8137950197069487,0.08870253375705561,0.13441467693897424,0.6067150463828559,0.5830415609696922,0.7322248864095612,0.927752283195213,0.32361021914954125,0.5412963353010705
2009-01-01 00:40:00,-0.31944078672690446,0.907566473926093,0.6064290596595899,0.7260913337226615,0.32004960103061175,0.6847311725538793,0.12063587110060081,0.06337497047276774,0.424130671302386,0.42142455059249795,0.8065611478614497,0.9949078226464353,0.48864319040466575,0.7090605194509164
2009-01-01 00:50:00,-0.3201643899139206,0.24929222914887494,0.009197051616629648,0.9758520794625346,0.8955232284962005,0.1626169393448913,0.46077876803272577,0.9899602323899452,0.7364442356247228,0.8926717110769748,0.6587833667107174,0.1738952492194873,0.7704074178077932,0.8709691237460856
2009-01-01 01:00:00,-3.2574916349540164,0.41038292303562973,0.1014715428660321,0.5163003483011953,0.3892016787341631,0.9109271844938425,0.2063337184057925,0.32235384497472297,0.9343670147690148,0.8174435617384409,0.6922765645178525,0.39624201890265875,0.6832953766065052,0.7140869321324278
2009-01-01 01:10:00,20.985284373248057,0.7555511385430487,0.6635017691080558,0.32295647294124596,0.01083765148029836,0.822537242923169,0.36426986104807546,0.8098744458546349,0.9255685129067763,0.34181735169787597,0.8491956515653193,0.7582384757040913,0.44590270637674834,0.8017280830697918
2009-01-01 01:20:00,13.033450352296263,0.22879816549162246,0.005061583846218687,0.7951861947687037,0.9053819764192637,0.949799913291924,0.5034172708548569,0.25464065476376385,0.4508393714041321,0.2594234334312925,0.24966800885918594,0.6960206180537922,0.2736266662816659,0.33945019254280606
2009-01-01 01:30:00,16.242177333881365,0.07697990982879299,0.16080805141749865,0.2708322512620742,0.09128667678613356,0.72571950838836,0.6903948286293653,0.6815027222239293,0.11323804584075525,0.3796924081672669,0.4894249636431405,0.15389590633985506,0.9971245001577111,0.8148251137465122
